data_ref_safra,seller_id,uf,tot_orders_12m,tot_items_12m,tot_items_dist_12m,receita_12m,recencia,nao_revendeu_next_6m
2018-01-01,a3b0df0065e264a91b7bbf5f844af5cd,SP,2,2,2,186.69,99,1
2018-01-01,a3dd39f583bc80bd8c5901c95878921e,BA,30,32,3,4259.209999999999,25,0
2018-01-01,a3e9a2c700480d9bb01fba070ba80a0e,SP,56,67,38,5534.9,2,0
2018-01-01,a3f0b55de503387383c7b1de3ad7f678,PR,2,2,1,379.8,82,0
2018-01-01,a416b6a846a11724393025641d4edd5e,SP,82,97,57,13489.480000000001,12,0
2018-01-01,a420f60ff1aa9acc80d0e42959f2b313,SP,12,12,7,1452.0,17,0
2018-01-01,a425f92c199eb576938df686728acd20,PR,7,8,8,396.5,0,0
2018-01-01,a435b009cd956ea60748b5cfbddf2e24,SP,3,3,2,361.18,158,1
2018-01-01,a44fb5a447105f8469bdf16bf9159f25,RS,3,3,1,297.0,23,0
2018-01-01,a45765f8afb1e594b22bf9e974b46765,SP,1,1,1,79.99,297,1
2018-01-01,a478c7961d6a992065b24e63b366f90b,SC,7,8,4,1082.5,186,0
2018-01-01,a49928bcdf77c55c6d6e05e09a9b4ca5,SP,81,87,3,7280.39999999999,2,0
2018-01-01,a4b6b9b992b46e9ef863637af96e04bc,SC,5,7,4,4914.0,183,1
2018-01-01,a4bd6e9adf39b63f43dc545d3ca1f53d,RJ,3,3,3,1548.79,202,0
2018-01-01,a513150f33f99a06569e9cd5c4bb889b,SP,2,2,2,677.0,26,1
2018-01-01,a5259c149128e82c9d6d46e0c1c812bb,RO,5,5,4,1007.46,17,0
2018-01-01,a5bff0f43eb51f0cad7c37fac7244c8a,SP,4,5,2,445.0,95,1
2018-01-01,a5cba26a62b8b4d0145b68b841e62e7f,PR,8,9,8,2257.84,29,0
2018-01-01,a5dd1946fb63ada8bcaa0c9cd8f11e22,PE,3,3,3,134.18,33,0
2018-01-01,a673821011d0cec28146ea42f5ab767f,SP,62,69,22,6313.219999999993,12,0
2018-01-01,a67780aba9dd436e7ac0aa1f889e73ec,SP,2,2,2,343.8,33,0
2018-01-01,a6bd7d1ccdac48c6b33b28596b7eb122,PB,8,8,8,8064.5,26,0
2018-01-01,a6fe7de3d16f6149ffe280349a8535a0,SP,22,23,8,1307.7000000000003,3,0
2018-01-01,a70e9066dbfd10b6b97a3f54a1356762,PR,2,4,2,1716.0,41,1
2018-01-01,a7b7354cc588f7566a848bcbb1ce3d96,SP,2,2,1,79.8,282,1
2018-01-01,a7c53f6b3b61adbdaa99dda97e8cbd56,SP,1,1,1,99.0,300,1
2018-01-01,a7c88262832dfc683781d6a421edefae,SP,4,4,4,1111.0,204,0
2018-01-01,a7f13822ceb966b076af67121f87b063,SP,68,79,29,11406.799999999985,240,1
2018-01-01,a81466620e46a6970b22ef40379fdfc9,SC,2,2,1,321.8,79,1
2018-01-01,a888faf2d1baececa6baf9c3d603ee1f,PR,48,49,19,16315.299999999988,15,0
2018-01-01,a89e143d5211473ae18db9577ee34b64,SP,1,1,1,70.0,210,1
2018-01-01,a90a5da8b09e44264a177c0374a5ac87,PR,3,3,2,74.69999999999999,298,1
2018-01-01,a938325a4b357fd23a6a4d5bb126408e,RJ,10,11,9,1519.0,3,0
2018-01-01,a99504ac23ed125aaf5302af6cc30af9,SP,1,1,1,978.0,77,1
2018-01-01,a9ae440659f48b7849df83e82734150b,SP,1,1,1,285.0,79,1
2018-01-01,a9b533a26e898b12e8b8d4c07279bf4d,RJ,4,4,1,119.6,23,1
2018-01-01,aa17b35ce4de7b565be3249ba838944f,SP,2,2,1,79.8,121,1
2018-01-01,aa1eb17b9fdf6dfd546e25c45c7b9235,SP,1,1,1,27.99,30,0
2018-01-01,aac29b1b99776be73c3049939652091d,MG,64,80,9,5031.679999999995,2,0
2018-01-01,aadfe0417e61315688b6bd7043361e25,GO,1,1,1,289.9,150,1
2018-01-01,aae3bfea055532c57fb453ed3ec80b30,SP,45,47,5,2819.94,33,0
2018-01-01,aae5953b9edddf14749c0d65d60eb4b9,MG,2,2,2,173.0,74,1
2018-01-01,aaed1309374718fdd995ee4c58c9dfcd,SC,87,94,42,7460.349999999991,6,0
2018-01-01,aafe36600ce604f205b86b5084d3d767,SC,77,78,24,5877.599999999994,3,0
2018-01-01,ab27bbbad5239bc31a34709275a70db4,SP,1,4,1,143.6,61,1
2018-01-01,ab3e0c171fe84a7ba7de130f19cfb485,PR,4,4,2,343.65999999999997,123,0
2018-01-01,ab75b89cc49c9ab3160d0c91565a442a,SP,1,1,1,18.99,179,1
2018-01-01,ab9db4cf53b08b828b64dccaafc2d9f0,RS,2,2,1,51.98,200,0
2018-01-01,aba1721a889e04decc910aa13b768ef4,SP,42,44,38,6732.0,5,0
2018-01-01,abc015ebac1d283a323ca9db35ede4b9,SP,12,13,8,1106.8,22,1
2018-01-01,abcd2cb37d46c2c8fb1bf071c859fc5b,MT,15,16,12,1367.5400000000002,12,0
2018-01-01,abe021b01ba992245271b9aa422032df,PR,2,2,2,6720.0,235,1
2018-01-01,abe42c5d03695b4257b5c6cbf4e6784e,RJ,15,15,11,5811.0,4,0
2018-01-01,ac3508719a1d8f5b7614b798f70af136,RS,70,70,30,9129.639999999994,0,0
2018-01-01,ac6417315ae5da8f9a38ee11de6f7780,SP,5,5,4,592.4,9,0
2018-01-01,acadd4d36859671cb635527c6c977533,SP,1,1,1,46.0,15,0
2018-01-01,acb6c2ca5c82411c1fdb88d5fd5eb95e,SP,5,5,1,260.5,296,0
2018-01-01,aced59e9b31ef866a94f9e7f29d8d418,SP,40,46,14,4281.800000000001,4,0
2018-01-01,acf974e4d5950ad143a247471b831eb9,RS,5,12,3,423.80000000000007,62,1
2018-01-01,ad14615bdd492b01b0d97922e87cb87f,SC,1,1,1,8.25,324,1
2018-01-01,ad273c9eb54ecb4532de4bf75bae9e4e,PR,6,7,5,337.0,32,0
2018-01-01,ad420dd0c4f92f8af951ac24b86d0cf5,MG,17,19,13,1294.8700000000001,33,0
2018-01-01,ad781527c93d00d89a11eecd9dcad7c1,SP,26,26,2,4079.739999999998,36,0
2018-01-01,ad87df7699e83b8a91822a4a0b765c3a,SP,5,6,5,309.9,187,1
2018-01-01,ad8b531ae67582f096925cff5630d0d1,PR,2,2,2,198.45000000000002,37,1
2018-01-01,ad97a199236354e53fcd91a5a913e9a2,SC,6,6,3,3705.0,9,0
2018-01-01,adbc26658d6c7b4b6219f9d934598091,PR,40,42,7,5685.0,4,0
2018-01-01,adbe70ab2c97442046d393988c8d1d27,SP,5,5,2,289.5,80,1
2018-01-01,adcf50477d6a1f5d91bb9d54c4903cb5,MG,14,29,11,786.9499999999998,183,0
2018-01-01,ae45ad30c2d2e5913094769690a239d2,SP,1,2,1,251.8,23,1
2018-01-01,ae8bfdbf1c2a2a2dee92d799db0a31c6,PR,8,8,6,339.92,230,1
2018-01-01,af4a0e4cfe1d9c26b6712b1be25a72e5,MG,10,13,8,4680.15,30,0
2018-01-01,afa6714acee029b2dfdf357e5579cc03,SP,8,8,5,1562.93,28,0
2018-01-01,afe0067131b73e40875c9b6c10bd2e21,MG,42,42,7,4695.8,5,0
2018-01-01,b026643914f651e8371425e5b8a1e780,RJ,1,1,1,27.9,176,1
2018-01-01,b05b432bf68945d4d9783f9e3ca29ee8,SP,2,2,2,224.8,109,1
2018-01-01,b080809eaacb49e5ca07290981472431,MG,5,5,4,206.0,14,0
2018-01-01,b0b346d3a89f5eb4c2968af3f083cd43,SP,3,3,2,145.0,28,0
2018-01-01,b1204cfda1d4948679db3cfc0d3cb95c,SP,4,4,2,176.7,160,0
2018-01-01,b127efdabeffb5d559349c7b172eb75d,SP,10,10,10,308.5,228,1
2018-01-01,b12cfd255810394b60caef18ae163547,PR,2,2,1,560.0,37,1
2018-01-01,b14db04aa7881970e83ffa9426897925,SP,51,71,11,3971.9000000000005,15,0
2018-01-01,b17b679f4f5ce2e03ce6968c62648246,SP,27,27,18,1799.3400000000004,9,0
2018-01-01,b18dc380845b24038cfc48006478f099,SP,2,2,2,217.0,55,0
2018-01-01,b19f3ca2ea475913750f25a5c37c8d8f,MG,2,2,2,338.8,64,0
2018-01-01,b1aaae6b66ad3c40f54b389d7ea4bee0,SP,15,17,15,1176.5,221,1
2018-01-01,b1ac6ea7895bc3dd6f0f6f4abbdd2821,RS,38,38,3,2962.0,16,1
2018-01-01,b1b3948701c5c72445495bd161b83a4c,SP,14,14,2,21519.500000000004,143,1
2018-01-01,b1fc4f64df5a0e8b6913ab38803c57a9,RJ,44,54,5,3397.919999999999,3,0
2018-01-01,b1fecf4da1fa2689bccffa0121953643,MS,17,18,8,3357.8400000000006,218,1
2018-01-01,b2a6d334e2833acea353624840e25a0e,SP,13,14,3,827.1800000000001,36,0
2018-01-01,b2ac621f0d0322434d04a12b078b9369,PR,10,10,6,3642.8,34,0
2018-01-01,b2ba3715d723d245138f291a6fe42594,SP,210,224,106,32151.690000000133,2,0
2018-01-01,b2eecf5ea250510da76590ca79d60e5d,SP,9,11,5,1060.0,50,1
2018-01-01,b2f4d63c7203f539a78252565ca32257,RJ,1,1,1,14.9,113,1
2018-01-01,b32be1695eb7ec5f10f72d9610a12527,RS,8,8,4,5478.0,6,0
2018-01-01,b335c59ab742f751a85db9c411a86739,MG,28,29,18,2360.3100000000004,19,1
2018-01-01,b33e7c55446eabf8fe1a42d037ac7d6d,SP,80,82,15,21495.25000000001,1,0
2018-01-01,b347677812ea483b0f528eaf8cbc09b7,PR,4,4,2,1295.0,19,0
2018-01-01,b372ee768ed69e46ca8cdbd267aa7a38,SP,33,36,16,6265.0,10,0
2018-01-01,b37c4c02bda3161a7546a4e6d222d5b2,SP,2,9,2,13615.0,90,0
2018-01-01,b39d7fe263ef469605dbb32608aee0af,SP,3,3,3,389.70000000000005,14,0
2018-01-01,b3e2faf2c1004d674f16a3aa3197f0e1,SP,3,3,3,61.47,234,1
2018-01-01,b3f19518fcec265b2e97af287725f981,SP,8,8,4,444.92,130,1
2018-01-01,b416191c9813d821a295cfabafff4161,SP,2,2,1,117.8,137,1
2018-01-01,b45d7ebfb7378630f1bcd74b6ff86ff7,MG,3,3,1,899.6999999999999,87,1
2018-01-01,b499c00f28f4b7069ff6550af8c1348a,SP,47,58,34,3007.4199999999955,5,0
2018-01-01,b4a476fbd28de64b1e347abf9089366a,SP,26,31,10,3673.04,30,0
2018-01-01,b4ffb71f0cb1b1c3d63fad021ecf93e1,SP,65,81,56,3063.5299999999993,5,0
2018-01-01,b55638ad525e906c698fa2ce742c1742,SC,3,4,2,221.8,40,0
2018-01-01,b56828a9f9027f3c918c04ca720d9e3c,SP,1,1,1,120.0,89,0
2018-01-01,b56906f7fd1696e043f1bcce164c487b,SP,17,17,7,899.05,12,0
2018-01-01,b5abf4f36adc043117b4fca82c22984c,DF,3,4,3,561.5999999999999,23,0
2018-01-01,b5e3e38609125694d2ea2417522a60b7,SC,16,17,10,995.0400000000001,103,1
2018-01-01,b6d44737c043328708f6749c2dbe50bd,SP,21,27,12,1969.2000000000003,52,0
2018-01-01,b6dc74ed30f124f95227bed4e43a3bed,PR,9,10,6,387.56,26,1
2018-01-01,b6e1504972665f739dec4facb9943775,SP,9,9,6,947.0799999999998,34,0
2018-01-01,b76a1f8356322f12529c37b67d5c96c2,SP,1,1,1,114.9,12,0
2018-01-01,b76dba6c951ab00dc4edf0a1aa88037e,SP,109,116,23,1528.0800000000013,11,0
2018-01-01,b77a27b1864483e721dc831d5ba4afa0,RJ,1,1,1,20.9,276,1
2018-01-01,b7cc6c5e001441ae8cdd5c69a480cbe4,SC,5,5,4,452.8,37,1
2018-01-01,b7d5b4b87af9d42b601865d3f3810bff,SC,1,1,1,350.0,239,1
2018-01-01,b7e1750c1157341d2abd0251e07c186b,SP,3,4,4,159.6,255,1
2018-01-01,b7ed9fb14c8eadb37adb9c45d67ab0fb,SP,6,10,5,501.1,10,1
2018-01-01,b83cedfb587e7911540e3f576d6917ce,SP,20,21,14,1856.99,26,0
2018-01-01,b8555308bfdb4ca1ed54325a58da9a97,SP,2,3,1,284.70000000000005,3,0
2018-01-01,b8630e1121437d41cb08e3c749c2c2e2,RJ,1,1,1,2399.0,36,0
2018-01-01,b88e7c57cb2d8b973b7dd4a2bfa14b36,PR,4,4,3,353.9,30,1
2018-01-01,b8bc237ba3788b23da09c0f1f3a3288c,SC,14,14,1,3806.9300000000003,1,0
2018-01-01,b8d890108a7a80e4f5d59eea9f362438,PR,2,3,2,89.69999999999999,73,1
2018-01-01,b90e891671cffd9557f33a97dc523645,PR,6,6,5,796.0,15,0
2018-01-01,b92e3c8f9738272ff7c59e111e108d7c,MG,37,40,24,4640.090000000001,6,0
2018-01-01,b94cc9f10ddc85e4ba73a6f7974e7101,RJ,23,23,6,14047.699999999995,37,0
2018-01-01,b98b715fe9e276204e2a3464f48cd796,SP,3,3,1,239.70000000000002,311,0
2018-01-01,b9a03475e6447e631b6799ec8274800f,PR,5,5,5,622.6,20,0
2018-01-01,b9c0ffa92f3ff9a5a3d45ef7213c0842,SP,3,3,2,490.0,15,1
2018-01-01,ba6b68b55fe8704377a7d43c8e5c0185,MG,5,5,3,739.77,211,1
2018-01-01,baa49d93c8c8841e27400a300f5d74b2,SC,6,6,3,246.4,209,1
2018-01-01,bab0a8cd684e41ba6e2637dca0979d3b,RJ,1,1,1,269.9,131,1
2018-01-01,bacb1f0ed56ad24198f5810d2b3fe9a5,SP,37,37,20,5898.149999999998,28,0
2018-01-01,baeda7047354773262ba2405f97038ba,SP,1,1,1,35.0,92,1
2018-01-01,baf15155e37ef5492731459bdc05be8a,SP,1,1,1,47.0,290,1
2018-01-01,bafc5aa11e413978be29040f51342e70,MG,5,5,4,1069.77,2,0
2018-01-01,bb135baca94c82fcb731335ad5b04a03,SP,11,27,10,536.3999999999999,17,0
2018-01-01,bb3dca718920a4d7ec3cc9ffb025108b,SP,2,3,2,108.0,319,1
2018-01-01,bb5bd94c8f59cc050072d2930c869cac,SP,12,12,8,1918.9800000000005,16,0
2018-01-01,bb7a14e229b1c95156719c3d9552eeee,RJ,8,8,4,2435.4,10,0
2018-01-01,bba3293d6f5d5af2f415e004e8b93ae3,SP,4,4,2,3189.0,76,0
2018-01-01,bba74270a87732727b5a3b4fd9ac1c39,MG,17,18,14,3628.819999999999,14,0
2018-01-01,bbad7e518d7af88a0897397ffdca1979,SP,30,35,9,2244.4200000000014,9,0
2018-01-01,bbaff50f3b708fda865918715276cd87,SP,8,8,5,204.1,39,0
2018-01-01,bbf9ad41dca6603e614efcdad7aab8c4,CE,6,6,1,3594.0,137,0
2018-01-01,bc2ac6b95e1accce9858528ee566c17e,SP,5,7,4,521.0,58,0
2018-01-01,bc302730ea8cf49b5c74f579febb5bbf,SP,2,2,1,1478.99,96,0
2018-01-01,bc503e244f187939d10c92a5c8e378ce,SP,5,12,2,380.55000000000007,118,0
2018-01-01,bccf933e006e9b94a6184af782963e77,SP,23,23,13,1847.2400000000002,18,0
2018-01-01,bcd2d7510d58e293f20fad6438c1b314,PR,1,1,1,23.9,325,1
2018-01-01,bd0389da23d89b726abf911cccc54596,DF,32,35,26,2719.5900000000015,2,0
2018-01-01,bd149ed516d4c5d418d5781f8e18919f,SP,4,5,1,189.5,34,1
2018-01-01,bd1d49a326abfa9b1036772e40445430,SP,2,2,2,143.3,14,0
2018-01-01,bd23da7354813347129d751591d1a6e2,SP,61,62,9,6337.999999999994,1,0
2018-01-01,bd4889b5e9133b35b66e42a8665cea5c,SP,14,20,7,2135.0,14,0
2018-01-01,bd4ff04377f974574f7f0bf9d6ce7dde,SP,1,1,1,34.99,314,1
2018-01-01,bd65d163ded559eb90a10cd09fec178f,SP,1,2,2,19.8,132,1
2018-01-01,bd697db56ff8e7c9cd1abeb7f72029b2,SP,10,10,10,1199.9,18,0
2018-01-01,bdb3edbaee43a761e2d4f258dc08f348,SP,5,5,3,259.5,13,1
2018-01-01,be1e9e378700cecaa4ebf71433d7915c,SP,1,1,1,69.9,42,0
2018-01-01,be8e909810184b9b19e886129149d8e5,SP,6,6,2,244.94000000000003,7,0
2018-01-01,be9a160a9011f627c3e121d076c1ec7b,SC,5,5,5,2055.0,62,1
2018-01-01,bede56095ba33c42038fb85f707b8a42,SP,2,2,2,3973.9,14,1
2018-01-01,bee36b4f9a2b9fdcaff6ec05df202ed0,SP,1,1,1,16.9,319,1
2018-01-01,bf0045791395e66460eb04749c68672a,SP,2,2,1,119.8,291,1
2018-01-01,bf100ecb7997df312b285358fb32f92c,PR,19,20,8,1962.0000000000007,117,0
2018-01-01,bf3c6d2a28b2b5501e6c15448982dcc9,SP,33,36,8,3750.8000000000015,11,0
2018-01-01,bf961104a38e01b9062ee026bb657dee,SP,4,4,1,585.56,323,1
2018-01-01,bfd27a966d91cfaafdb25d076585f0da,SP,72,72,39,9829.0,8,0
2018-01-01,bfd938b22bc99bce1ae60dc602889f52,RJ,4,6,3,623.4,270,1
2018-01-01,c003204e1ab016dfa150abc119207b24,SP,22,24,7,2881.690000000001,2,0
2018-01-01,c0098efcf800861dcae589affca31408,SP,1,1,1,176.8,25,0
2018-01-01,c03121937e54a93fcc1825c3098bbb6e,PR,3,3,1,447.0,132,0
2018-01-01,c04d70d515d15a7e3db3a73320598566,RJ,3,4,3,158.2,48,1
2018-01-01,c0563dd588b775f2e37747ef6ad6c92c,SP,17,17,6,2378.3000000000006,19,0
2018-01-01,c0e6839516f5398edc34adf5f1d53d1a,SP,1,1,1,34.92,236,1
2018-01-01,c0f783394e37cd9c9d7f5f81141450fa,SP,6,6,5,249.4,18,1
2018-01-01,c113b8df1fc375bc3d73d29c1b1144d1,SP,3,5,2,333.0,151,1
2018-01-01,c13fb473e7cb8b83ccd543c094df0608,SP,2,2,2,54.8,286,1
2018-01-01,c157bdeedcbc9a8e3c8bf0d87ff24428,SP,7,10,4,514.2699999999999,133,1
2018-01-01,c161d1327ebc3a156c09582ab2f59f6c,SP,2,2,2,35.99,27,1
2018-01-01,c18309219e789960add0b2255ca4b091,RJ,1,1,1,9.9,26,1
2018-01-01,c1d1ebb4745cc43cb6f05e9c8a705c9a,SP,1,1,1,12.5,255,1
2018-01-01,c1ed9e3daf6154542826a6996af0fb8c,SC,7,11,5,428.0,23,0
2018-01-01,c24173065483e421f9e5e7f599de101d,SP,9,9,4,373.91,35,1
2018-01-01,c26a2be5b53b7db6b276280da212a779,RJ,4,4,2,1696.0,51,0
2018-01-01,c26ba52cf8d2f34915f2f6b7ffa0a3f3,RJ,2,2,1,88.98,4,0
2018-01-01,c273175f7c6c80fb02f051e2fc6d0d72,SP,14,14,11,1188.23,163,1
2018-01-01,c286ec035ee04ba81c97508f0b5df544,PR,1,1,1,294.0,232,1
2018-01-01,c2bda99904207edd1834f03e0022b007,SP,1,1,1,39.9,93,1
2018-01-01,c2d70ce2c5d0a2eb75e78668236e6dc8,SP,2,3,1,147.0,23,0
2018-01-01,c31eff8334d6b3047ed34bebd4d62c36,SP,1,1,1,79.99,33,0
2018-01-01,c3251e13f1bbda6c74e37c160f991e19,SP,2,2,2,437.79999999999995,219,1
2018-01-01,c353f8fc0ce8344999f17d578eb69a5e,RS,2,2,1,175.98,326,1
2018-01-01,c35672b10ad50968f567ea3f4b91e877,RJ,2,2,1,115.4,34,0
2018-01-01,c35affa65afd250151285c5917fc1c8a,SP,2,2,2,1299.98,25,0
2018-01-01,c37b2059d4f90d4feead554e5246565e,SP,4,8,3,461.49999999999994,10,0
2018-01-01,c3867b4666c7d76867627c2f7fb22e21,SP,148,159,78,22688.800000000003,13,0
2018-01-01,c3cfdc648177fdbbbb35635a37472c53,PR,181,205,81,28678.97000000009,5,0
2018-01-01,c3ee2331a724e6fc02c4b698b57a73f3,SP,2,3,2,1347.0,29,1
2018-01-01,c3fe93ba3085f92855c97e57f38c8c05,PR,4,4,3,135.1,93,0
2018-01-01,c42fd8e4d47dfb18ce5222f2dd7752f9,SP,7,11,9,466.99,224,1
2018-01-01,c447f8dd3ed213f291d65ef074a268eb,SP,7,8,4,655.0,193,1
2018-01-01,c458e2045a8aa8964f8879af03fdcce6,SP,4,9,4,494.91,239,1
2018-01-01,c4fb51fb1c5b7c07bc5e67be6e7e8f6e,PR,10,11,3,894.9,13,0
2018-01-01,c500367424994318b9e779ff1ae9a330,SP,9,9,8,4346.4,28,1
2018-01-01,c53bcd3be457a342a97e39e5a9f0be22,SE,3,3,2,329.70000000000005,56,1
2018-01-01,c6218512d16fcac0af02fe92691cf274,MG,8,8,4,674.0,212,1
2018-01-01,c6381d2d013342748761e906d45aff76,RS,4,8,3,609.98,11,0
2018-01-01,c64a2aec32cc408a8a4c6d7c46017f91,RS,5,5,2,1674.5,11,0
2018-01-01,c68fb906c8f4b4b946d8386bfa6e5467,SP,28,31,22,2760.200000000001,14,0
2018-01-01,c6a7539d424a8402232c2228d7a03c5e,SP,4,8,1,324.0,30,0
2018-01-01,c6bda72e4dbf5c5866b13cb1810c6d03,SP,18,18,11,2966.7000000000007,10,0
2018-01-01,c731d18cea9bf687ffee82a241c25b11,SC,17,17,13,2400.0,32,0
2018-01-01,c747d5b92c7648417faea95d36d763e8,CE,1,1,1,139.0,36,1
2018-01-01,c76d418370990614e89e956c7a7567d9,SP,2,2,1,305.24,110,1
2018-01-01,c79151301b9d90985d1fa52879213105,PR,3,7,2,267.1,26,1
2018-01-01,c794dab4928dd97beb41d05514441e86,SP,1,1,1,33.8,23,0
2018-01-01,c7a0a13cbcf29d5ce51c8f80afdc0b89,SC,3,3,2,73.16,21,0
2018-01-01,c7c7b2682c648339a0e9846bb1023a39,SP,2,3,2,168.0,18,1
2018-01-01,c8143b3069f6746a77421b5ce30a450c,GO,1,1,1,142.47,182,1
2018-01-01,c826c40d7b19f62a09e2d7c5e7295ee2,SP,90,96,12,11017.010000000006,2,0
2018-01-01,c840d3fdbba0790404fdae73d253b253,PR,2,3,2,1688.98,18,0
2018-01-01,c8417879a15366a17c30af34c798c332,SP,25,35,15,1734.7,94,1
2018-01-01,c8467937e403e76a8ee9f0ab13f6f5ef,MG,14,15,4,898.5899999999998,3,0
2018-01-01,c847e075301870dd144a116762eaff9a,MG,39,40,5,14015.999999999989,39,0
2018-01-01,c864036feaab8c1659f65ea4faebe1da,PR,26,26,19,4417.400000000001,19,0
2018-01-01,c8660dcf9ba70575f45d80fe28c27713,SP,4,7,2,335.0,286,1
2018-01-01,c8771b1a10bb99bb34d3c459c5cffb53,SP,1,1,1,64.9,215,1
2018-01-01,c878515173c84a492ebe50d6b493230b,PR,9,10,6,1118.8400000000001,46,1
2018-01-01,c87abc38c8ed3240861729e1aeadf221,SP,1,1,1,133.0,4,1
2018-01-01,c89cf7c468a48af70aada384e722f9e2,RJ,12,12,6,647.0,10,0
2018-01-01,c8b0e2b0a7095e5d8219575d5e7e1181,SP,23,24,17,2698.79,15,0
2018-01-01,c8b3445d737de6befde0c88ede534a5e,SP,16,22,5,1934.7800000000002,10,0
2018-01-01,c8e135e7b21ecbc36c1153a29d2f5a06,SP,7,7,5,1165.5,217,1
2018-01-01,c990d6cf976a5718aaedc539f383ab88,SP,4,4,3,79.60000000000001,1,0
2018-01-01,c9a06ece156bb057372c68718ec8909b,DF,9,9,1,3420.0,350,1
2018-01-01,c9c7905cffc4ef9ff9f113554423e671,SP,45,49,10,3687.289999999998,2,0
2018-01-01,c9d2ba8dde44a275ae06475ed1d2fafc,MG,1,1,1,28.79,327,1
2018-01-01,c9e5ad1f6647f5dbd1172adf6ae3cada,RS,1,1,1,44.3,67,0
2018-01-01,ca3bd7cd9f149df75950150d010fe4a2,SP,40,68,39,4701.249999999999,30,0
2018-01-01,ca5832c6960267b71041f74bb39e8b12,SC,1,1,1,79.9,195,1
2018-01-01,cab85505710c7cb9b720bceb52b01cee,SP,95,97,22,5260.2999999999965,2,0
2018-01-01,cac4c8e7b1ca6252d8f20b2fc1a2e4af,SP,27,31,19,1894.69,16,0
2018-01-01,cac4e0bc1a3269fa2b6ea5e763f6115b,SC,1,1,1,14.24,33,0
2018-01-01,cac63f48c38cd7d002a7e846dcd99a23,SP,1,1,1,94.9,34,0
2018-01-01,cb162c8eef257253782d245c08d9097c,SP,1,1,1,34.99,42,1
2018-01-01,cb32766839f443db85c82a43c4a6c19e,SP,2,2,2,234.0,308,1
2018-01-01,cb3dd9ce66268c7a3ca7241ac70ab58c,SP,36,38,21,1879.8900000000003,4,0
2018-01-01,cb41bfbcbda0aea354a834ab222f9a59,SP,5,5,2,1796.0,18,0
2018-01-01,cb4a705d00e100b9732d0ca34817d441,SC,1,2,1,998.0,36,1
2018-01-01,cb5df0dcb9e280b1780e9d589889f2c7,SP,11,12,10,1614.88,199,1
2018-01-01,cb8bcce248bb1fb274ba762d8b971456,MG,46,47,5,6449.299999999996,2,0
2018-01-01,cb9fb4ca75d7ba8437480e8dde64fe98,SP,10,10,3,532.1400000000001,81,1
2018-01-01,cbbd5ae8f53de5f5097cd8217b529e24,SP,1,1,1,175.9,324,1
2018-01-01,cbd996ad3c1b7dc71fd0e5f5df9087e2,SP,74,94,10,3281.5299999999984,6,0
2018-01-01,cc3d14116804f7209f3884f6367f1152,PR,11,12,3,2330.0,16,0
2018-01-01,cc419e0650a3c5ba77189a1882b7556a,SP,1173,1222,31,70458.00999999967,0,0
2018-01-01,cc80e2f693fa6e2408f47ccf62413fc1,PR,2,2,1,420.0,30,1
2018-01-01,cca3071e3e9bb7d12640c9fbe2301306,SP,602,706,276,54464.85000000039,14,0
2018-01-01,ccada0ef508e698917a6eab263375905,PR,3,3,3,172.8,86,1
2018-01-01,ccb83a794700270fde70898fe9ff368b,SC,12,12,2,11062.0,147,1
2018-01-01,ccc4bbb5f32a6ab2b7066a4130f114e3,PR,96,96,10,40076.03000000005,17,0
2018-01-01,cce6ab8d1682639fe45ab70234f1665f,SP,61,64,16,2442.700000000001,33,1
2018-01-01,ccf8813e5a7d6c84d865cd38bfc2b130,SP,5,5,3,427.6,1,0
2018-01-01,cd06602b43d8800bd0afad514919d35c,SP,39,47,18,1965.7900000000006,26,0
2018-01-01,cd52a8efd71af3336b14b5039b951cc1,SP,2,2,1,111.8,109,1
2018-01-01,cd68562d3f44870c08922d380acae552,SP,96,99,45,14535.699999999999,1,0
2018-01-01,cd6efc47efaabf134f8bdb654e10b4f1,RJ,4,4,2,520.99,26,0
2018-01-01,cd843d4cf8ef32827de0396605163ba3,MG,4,4,3,1546.0,0,1
2018-01-01,ce248b21cb2adc36282ede306b7660e5,SC,24,24,16,5402.779999999999,1,0
2018-01-01,ce27a3cc3c8cc1ea79d11e561e9bebb6,SP,95,124,35,8642.019999999993,86,1
2018-01-01,ce33c6211beaa8fef4cae8b52db39862,SP,1,1,1,49.0,320,1
2018-01-01,ce7d1888639e6fb06b2749cbfdac1ff7,MG,21,23,7,3249.9,25,0
2018-01-01,cee48807215b30a12ca2ca10ffb5f250,SP,13,14,11,2578.790000000001,10,0
2018-01-01,cf2384dd2f1dddea3f838efed0945e65,SP,15,15,5,1942.5000000000005,20,1
2018-01-01,cf8ab1616079e2793aa29d524df01bb1,SP,2,2,1,3198.0,11,0
2018-01-01,cfa5ab0e4d3fc212fd0b3410e7081c62,MG,2,7,2,1735.93,58,0
2018-01-01,cfb1a033743668a192316f3c6d1d2671,SP,100,125,44,9254.889999999992,3,0
2018-01-01,d03698c2efd04a549382afa6623e27fb,BA,9,11,8,3419.580000000001,30,0
2018-01-01,d05ae8f7a5bd1d2a690a44cd079e4e27,RJ,40,42,10,7021.0,9,0
2018-01-01,d101c6da914ae3d53f7bee42283f2fe2,SP,9,9,2,851.0999999999999,215,1
2018-01-01,d12c926d74ceff0a90a21184466ce161,SP,55,72,26,2855.9800000000023,5,0
